segindex,fieldname,compname,subcompname,segindex,newfieldname,newcompname,newsubcompname
GT1.38.5,gt1_publicity_code,alt_text,,GT1.38.5,,,
GT1.38.6,gt1_publicity_code,name_of_alt_coding_sys,,GT1.38.6,,,
GT1.38.7,gt1_publicity_code,coding_sys_ver_id,,GT1.38.7,,,
GT1.38.8,gt1_publicity_code,alt_coding_sys_ver_id,,GT1.38.8,,,
GT1.38.9,gt1_publicity_code,original_text,,GT1.38.9,,,
GT1.38.10,gt1_publicity_code,second_alt_id,,GT1.38.10,,,
GT1.38.11,gt1_publicity_code,second_alt_text,,GT1.38.11,,,
GT1.38.12,gt1_publicity_code,name_of_second_alt_coding_sys,,GT1.38.12,,,
GT1.38.13,gt1_publicity_code,second_alt_coding_sys_ver_id,,GT1.38.13,,,
GT1.38.14,gt1_publicity_code,coding_sys_oid,,GT1.38.14,,,
GT1.38.15,gt1_publicity_code,value_set_oid,,GT1.38.15,,,
GT1.38.16,gt1_publicity_code,value_set_ver_id,,GT1.38.16,,,
GT1.38.17,gt1_publicity_code,alt_coding_sys_oid,,GT1.38.17,,,
GT1.38.18,gt1_publicity_code,alt_value_set_oid,,GT1.38.18,,,
GT1.38.19,gt1_publicity_code,alt_value_set_ver_id,,GT1.38.19,,,
GT1.38.20,gt1_publicity_code,second_alt_coding_sys_oid,,GT1.38.20,,,
GT1.38.21,gt1_publicity_code,second_alt_value_set_oid,,GT1.38.21,,,
GT1.38.22,gt1_publicity_code,second_alt_value_set_ver_id,,GT1.38.22,,,
GT1.39,gt1_protection_ind,,,GT1.39,,,
GT1.40,gt1_student_ind,,,GT1.40,,,
GT1.40.1,gt1_student_ind,primary_id,,GT1.40.1,,,
GT1.40.2,gt1_student_ind,text,,GT1.40.2,,,
GT1.40.3,gt1_student_ind,name_of_coding_sys,,GT1.40.3,,,
GT1.40.4,gt1_student_ind,alt_identifier,,GT1.40.4,,,
GT1.40.5,gt1_student_ind,alt_text,,GT1.40.5,,,
GT1.40.6,gt1_student_ind,name_of_alt_coding_sys,,GT1.40.6,,,
GT1.40.7,gt1_student_ind,coding_sys_ver_id,,GT1.40.7,,,
GT1.40.8,gt1_student_ind,alt_coding_sys_ver_id,,GT1.40.8,,,
GT1.40.9,gt1_student_ind,original_text,,GT1.40.9,,,
GT1.40.10,gt1_student_ind,second_alt_id,,GT1.40.10,,,
GT1.40.11,gt1_student_ind,second_alt_text,,GT1.40.11,,,
GT1.40.12,gt1_student_ind,name_of_second_alt_coding_sys,,GT1.40.12,,,
GT1.40.13,gt1_student_ind,second_alt_coding_sys_ver_id,,GT1.40.13,,,
GT1.40.14,gt1_student_ind,coding_sys_oid,,GT1.40.14,,,
GT1.40.15,gt1_student_ind,value_set_oid,,GT1.40.15,,,
GT1.40.16,gt1_student_ind,value_set_ver_id,,GT1.40.16,,,
GT1.40.17,gt1_student_ind,alt_coding_sys_oid,,GT1.40.17,,,
GT1.40.18,gt1_student_ind,alt_value_set_oid,,GT1.40.18,,,
GT1.40.19,gt1_student_ind,alt_value_set_ver_id,,GT1.40.19,,,
GT1.40.20,gt1_student_ind,second_alt_coding_sys_oid,,GT1.40.20,,,
GT1.40.21,gt1_student_ind,second_alt_value_set_oid,,GT1.40.21,,,
GT1.40.22,gt1_student_ind,second_alt_value_set_ver_id,,GT1.40.22,,,
GT1.41,gt1_religion,,,GT1.41,,,
GT1.41.1,gt1_religion,primary_id,,GT1.41.1,,,
GT1.41.2,gt1_religion,text,,GT1.41.2,,,
GT1.41.3,gt1_religion,name_of_coding_sys,,GT1.41.3,,,
GT1.41.4,gt1_religion,alt_identifier,,GT1.41.4,,,
GT1.41.5,gt1_religion,alt_text,,GT1.41.5,,,
GT1.41.6,gt1_religion,name_of_alt_coding_sys,,GT1.41.6,,,
GT1.41.7,gt1_religion,coding_sys_ver_id,,GT1.41.7,,,
GT1.41.8,gt1_religion,alt_coding_sys_ver_id,,GT1.41.8,,,
GT1.41.9,gt1_religion,original_text,,GT1.41.9,,,
GT1.41.10,gt1_religion,second_alt_id,,GT1.41.10,,,
GT1.41.11,gt1_religion,second_alt_text,,GT1.41.11,,,
GT1.41.12,gt1_religion,name_of_second_alt_coding_sys,,GT1.41.12,,,
GT1.41.13,gt1_religion,second_alt_coding_sys_ver_id,,GT1.41.13,,,
GT1.41.14,gt1_religion,coding_sys_oid,,GT1.41.14,,,
GT1.41.15,gt1_religion,value_set_oid,,GT1.41.15,,,
GT1.41.16,gt1_religion,value_set_ver_id,,GT1.41.16,,,
GT1.41.17,gt1_religion,alt_coding_sys_oid,,GT1.41.17,,,
GT1.41.18,gt1_religion,alt_value_set_oid,,GT1.41.18,,,
GT1.41.19,gt1_religion,alt_value_set_ver_id,,GT1.41.19,,,
GT1.41.20,gt1_religion,second_alt_coding_sys_oid,,GT1.41.20,,,
GT1.41.21,gt1_religion,second_alt_value_set_oid,,GT1.41.21,,,
GT1.41.22,gt1_religion,second_alt_value_set_ver_id,,GT1.41.22,,,
GT1.42,gt1_mother_maiden_name,,,GT1.42,,,
GT1.42.1,gt1_mother_maiden_name,last_name,,GT1.42.1,,,
GT1.42.1.1,gt1_mother_maiden_name,last_name,surname,GT1.42.1.1,,,
GT1.42.1.2,gt1_mother_maiden_name,last_name,own_last_name_prefix,GT1.42.1.2,,,
GT1.42.1.3,gt1_mother_maiden_name,last_name,own_last_name,GT1.42.1.3,,,
GT1.42.1.4,gt1_mother_maiden_name,last_name,spouse_last_name_prefix,GT1.42.1.4,,,
GT1.42.1.5,gt1_mother_maiden_name,last_name,spouse_last_name,GT1.42.1.5,,,
GT1.42.2,gt1_mother_maiden_name,first_name,,GT1.42.2,,,
GT1.42.3,gt1_mother_maiden_name,middle_name,,GT1.42.3,,,
GT1.42.4,gt1_mother_maiden_name,suffix,,GT1.42.4,,,
GT1.42.5,gt1_mother_maiden_name,person_prefix,,GT1.42.5,,,
GT1.42.6,gt1_mother_maiden_name,degree,,GT1.42.6,,,
GT1.42.7,gt1_mother_maiden_name,type_code,,GT1.42.7,,,
GT1.42.8,gt1_mother_maiden_name,rep_code,,GT1.42.8,,,
GT1.42.9,gt1_mother_maiden_name,context,,GT1.42.9,,,
GT1.42.9.1,gt1_mother_maiden_name,context,primary_id,GT1.42.9.1,,,
GT1.42.9.2,gt1_mother_maiden_name,context,text,GT1.42.9.2,,,
GT1.42.9.3,gt1_mother_maiden_name,context,name_of_coding_sys,GT1.42.9.3,,,
GT1.42.9.4,gt1_mother_maiden_name,context,alt_identifier,GT1.42.9.4,,,
GT1.42.9.5,gt1_mother_maiden_name,context,alt_text,GT1.42.9.5,,,
GT1.42.9.6,gt1_mother_maiden_name,context,name_of_alt_coding_sys,GT1.42.9.6,,,
GT1.42.9.7,gt1_mother_maiden_name,context,coding_sys_ver_id,GT1.42.9.7,,,
GT1.42.9.8,gt1_mother_maiden_name,context,alt_coding_sys_ver_id,GT1.42.9.8,,,
GT1.42.9.9,gt1_mother_maiden_name,context,original_text,GT1.42.9.9,,,
GT1.42.9.10,gt1_mother_maiden_name,context,second_alt_id,GT1.42.9.10,,,
GT1.42.9.11,gt1_mother_maiden_name,context,second_alt_text,GT1.42.9.11,,,
GT1.42.9.12,gt1_mother_maiden_name,context,name_of_second_alt_coding_sys,GT1.42.9.12,,,
GT1.42.9.13,gt1_mother_maiden_name,context,second_alt_coding_sys_ver_id,GT1.42.9.13,,,
GT1.42.9.14,gt1_mother_maiden_name,context,coding_sys_oid,GT1.42.9.14,,,
GT1.42.9.15,gt1_mother_maiden_name,context,value_set_oid,GT1.42.9.15,,,
GT1.42.9.16,gt1_mother_maiden_name,context,value_set_ver_id,GT1.42.9.16,,,
GT1.42.9.17,gt1_mother_maiden_name,context,alt_coding_sys_oid,GT1.42.9.17,,,
GT1.42.9.18,gt1_mother_maiden_name,context,alt_value_set_oid,GT1.42.9.18,,,
GT1.42.9.19,gt1_mother_maiden_name,context,alt_value_set_ver_id,GT1.42.9.19,,,
GT1.42.9.20,gt1_mother_maiden_name,context,second_alt_coding_sys_oid,GT1.42.9.20,,,
GT1.42.9.21,gt1_mother_maiden_name,context,second_alt_value_set_oid,GT1.42.9.21,,,
GT1.42.9.22,gt1_mother_maiden_name,context,second_alt_value_set_ver_id,GT1.42.9.22,,,
GT1.42.10,gt1_mother_maiden_name,validity_range,,GT1.42.10,,,
GT1.42.10.1,gt1_mother_maiden_name,validity_range,eff_from_date_time,GT1.42.10.1,,,
GT1.42.10.2,gt1_mother_maiden_name,validity_range,eff_to_date_time,GT1.42.10.2,,,
GT1.42.11,gt1_mother_maiden_name,assembly_order,,GT1.42.11,,,
GT1.42.12,gt1_mother_maiden_name,eff_from_date_time,,GT1.42.12,,,
GT1.42.13,gt1_mother_maiden_name,eff_to_date_time,,GT1.42.13,,,
GT1.42.14,gt1_mother_maiden_name,prof_suffix,,GT1.42.14,,,
GT1.42.15,gt1_mother_maiden_name,called_by,,GT1.42.15,,,
GT1.43,gt1_nationality,,,GT1.43,,,
GT1.43.1,gt1_nationality,primary_id,,GT1.43.1,,,
GT1.43.2,gt1_nationality,text,,GT1.43.2,,,
GT1.43.3,gt1_nationality,name_of_coding_sys,,GT1.43.3,,,
GT1.43.4,gt1_nationality,alt_identifier,,GT1.43.4,,,
GT1.43.5,gt1_nationality,alt_text,,GT1.43.5,,,
GT1.43.6,gt1_nationality,name_of_alt_coding_sys,,GT1.43.6,,,
GT1.43.7,gt1_nationality,coding_sys_ver_id,,GT1.43.7,,,
GT1.43.8,gt1_nationality,alt_coding_sys_ver_id,,GT1.43.8,,,
GT1.43.9,gt1_nationality,original_text,,GT1.43.9,,,
GT1.43.10,gt1_nationality,second_alt_id,,GT1.43.10,,,
GT1.43.11,gt1_nationality,second_alt_text,,GT1.43.11,,,
GT1.43.12,gt1_nationality,name_of_second_alt_coding_sys,,GT1.43.12,,,
GT1.43.13,gt1_nationality,second_alt_coding_sys_ver_id,,GT1.43.13,,,
GT1.43.14,gt1_nationality,coding_sys_oid,,GT1.43.14,,,
GT1.43.15,gt1_nationality,value_set_oid,,GT1.43.15,,,
GT1.43.16,gt1_nationality,value_set_ver_id,,GT1.43.16,,,
GT1.43.17,gt1_nationality,alt_coding_sys_oid,,GT1.43.17,,,
GT1.43.18,gt1_nationality,alt_value_set_oid,,GT1.43.18,,,
GT1.43.19,gt1_nationality,alt_value_set_ver_id,,GT1.43.19,,,
GT1.43.20,gt1_nationality,second_alt_coding_sys_oid,,GT1.43.20,,,
GT1.43.21,gt1_nationality,second_alt_value_set_oid,,GT1.43.21,,,
GT1.43.22,gt1_nationality,second_alt_value_set_ver_id,,GT1.43.22,,,
GT1.44,gt1_ethnic_group,,,GT1.44,,,
GT1.44.1,gt1_ethnic_group,primary_id,,GT1.44.1,,,
GT1.44.2,gt1_ethnic_group,text,,GT1.44.2,,,
GT1.44.3,gt1_ethnic_group,name_of_coding_sys,,GT1.44.3,,,
GT1.44.4,gt1_ethnic_group,alt_identifier,,GT1.44.4,,,
GT1.44.5,gt1_ethnic_group,alt_text,,GT1.44.5,,,
GT1.44.6,gt1_ethnic_group,name_of_alt_coding_sys,,GT1.44.6,,,
GT1.44.7,gt1_ethnic_group,coding_sys_ver_id,,GT1.44.7,,,
GT1.44.8,gt1_ethnic_group,alt_coding_sys_ver_id,,GT1.44.8,,,
GT1.44.9,gt1_ethnic_group,original_text,,GT1.44.9,,,
GT1.44.10,gt1_ethnic_group,second_alt_id,,GT1.44.10,,,
GT1.44.11,gt1_ethnic_group,second_alt_text,,GT1.44.11,,,
GT1.44.12,gt1_ethnic_group,name_of_second_alt_coding_sys,,GT1.44.12,,,
GT1.44.13,gt1_ethnic_group,second_alt_coding_sys_ver_id,,GT1.44.13,,,
GT1.44.14,gt1_ethnic_group,coding_sys_oid,,GT1.44.14,,,
GT1.44.15,gt1_ethnic_group,value_set_oid,,GT1.44.15,,,
GT1.44.16,gt1_ethnic_group,value_set_ver_id,,GT1.44.16,,,
GT1.44.17,gt1_ethnic_group,alt_coding_sys_oid,,GT1.44.17,,,
GT1.44.18,gt1_ethnic_group,alt_value_set_oid,,GT1.44.18,,,
GT1.44.19,gt1_ethnic_group,alt_value_set_ver_id,,GT1.44.19,,,
GT1.44.20,gt1_ethnic_group,second_alt_coding_sys_oid,,GT1.44.20,,,
GT1.44.21,gt1_ethnic_group,second_alt_value_set_oid,,GT1.44.21,,,
GT1.44.22,gt1_ethnic_group,second_alt_value_set_ver_id,,GT1.44.22,,,
GT1.45,gt1_contact_person_name,,,GT1.45,,,
GT1.45.1,gt1_contact_person_name,last_name,,GT1.45.1,,,
GT1.45.1.1,gt1_contact_person_name,last_name,surname,GT1.45.1.1,,,
GT1.45.1.2,gt1_contact_person_name,last_name,own_last_name_prefix,GT1.45.1.2,,,
GT1.45.1.3,gt1_contact_person_name,last_name,own_last_name,GT1.45.1.3,,,
GT1.45.1.4,gt1_contact_person_name,last_name,spouse_last_name_prefix,GT1.45.1.4,,,
GT1.45.1.5,gt1_contact_person_name,last_name,spouse_last_name,GT1.45.1.5,,,
GT1.45.2,gt1_contact_person_name,first_name,,GT1.45.2,,,
GT1.45.3,gt1_contact_person_name,middle_name,,GT1.45.3,,,
GT1.45.4,gt1_contact_person_name,suffix,,GT1.45.4,,,
GT1.45.5,gt1_contact_person_name,person_prefix,,GT1.45.5,,,
GT1.45.6,gt1_contact_person_name,degree,,GT1.45.6,,,
GT1.45.7,gt1_contact_person_name,type_code,,GT1.45.7,,,
GT1.45.8,gt1_contact_person_name,rep_code,,GT1.45.8,,,
GT1.45.9,gt1_contact_person_name,context,,GT1.45.9,,,
GT1.45.9.1,gt1_contact_person_name,context,primary_id,GT1.45.9.1,,,
GT1.45.9.2,gt1_contact_person_name,context,text,GT1.45.9.2,,,
GT1.45.9.3,gt1_contact_person_name,context,name_of_coding_sys,GT1.45.9.3,,,
GT1.45.9.4,gt1_contact_person_name,context,alt_identifier,GT1.45.9.4,,,
GT1.45.9.5,gt1_contact_person_name,context,alt_text,GT1.45.9.5,,,
GT1.45.9.6,gt1_contact_person_name,context,name_of_alt_coding_sys,GT1.45.9.6,,,
GT1.45.9.7,gt1_contact_person_name,context,coding_sys_ver_id,GT1.45.9.7,,,
GT1.45.9.8,gt1_contact_person_name,context,alt_coding_sys_ver_id,GT1.45.9.8,,,
GT1.45.9.9,gt1_contact_person_name,context,original_text,GT1.45.9.9,,,
GT1.45.9.10,gt1_contact_person_name,context,second_alt_id,GT1.45.9.10,,,
GT1.45.9.11,gt1_contact_person_name,context,second_alt_text,GT1.45.9.11,,,
GT1.45.9.12,gt1_contact_person_name,context,name_of_second_alt_coding_sys,GT1.45.9.12,,,
GT1.45.9.13,gt1_contact_person_name,context,second_alt_coding_sys_ver_id,GT1.45.9.13,,,
GT1.45.9.14,gt1_contact_person_name,context,coding_sys_oid,GT1.45.9.14,,,
GT1.45.9.15,gt1_contact_person_name,context,value_set_oid,GT1.45.9.15,,,
GT1.45.9.16,gt1_contact_person_name,context,value_set_ver_id,GT1.45.9.16,,,
GT1.45.9.17,gt1_contact_person_name,context,alt_coding_sys_oid,GT1.45.9.17,,,
GT1.45.9.18,gt1_contact_person_name,context,alt_value_set_oid,GT1.45.9.18,,,
GT1.45.9.19,gt1_contact_person_name,context,alt_value_set_ver_id,GT1.45.9.19,,,
GT1.45.9.20,gt1_contact_person_name,context,second_alt_coding_sys_oid,GT1.45.9.20,,,
GT1.45.9.21,gt1_contact_person_name,context,second_alt_value_set_oid,GT1.45.9.21,,,
GT1.45.9.22,gt1_contact_person_name,context,second_alt_value_set_ver_id,GT1.45.9.22,,,
GT1.45.10,gt1_contact_person_name,validity_range,,GT1.45.10,,,
GT1.45.10.1,gt1_contact_person_name,validity_range,eff_from_date_time,GT1.45.10.1,,,
GT1.45.10.2,gt1_contact_person_name,validity_range,eff_to_date_time,GT1.45.10.2,,,
GT1.45.11,gt1_contact_person_name,assembly_order,,GT1.45.11,,,
GT1.45.12,gt1_contact_person_name,eff_from_date_time,,GT1.45.12,,,
GT1.45.13,gt1_contact_person_name,eff_to_date_time,,GT1.45.13,,,
GT1.45.14,gt1_contact_person_name,prof_suffix,,GT1.45.14,,,
GT1.45.15,gt1_contact_person_name,called_by,,GT1.45.15,,,
GT1.46,gt1_contact_person_telephone_num,,,GT1.46,,,
GT1.46.1,gt1_contact_person_telephone_num,formatted_num,,GT1.46.1,,,
GT1.46.2,gt1_contact_person_telephone_num,use_code,,GT1.46.2,,,
GT1.46.3,gt1_contact_person_telephone_num,equipment_type,,GT1.46.3,,,
GT1.46.4,gt1_contact_person_telephone_num,comm_address,,GT1.46.4,,,
GT1.46.5,gt1_contact_person_telephone_num,country_code,,GT1.46.5,,,
GT1.46.6,gt1_contact_person_telephone_num,area_city_code,,GT1.46.6,,,
GT1.46.7,gt1_contact_person_telephone_num,local_number,,GT1.46.7,,,
GT1.46.8,gt1_contact_person_telephone_num,extension,,GT1.46.8,,,
GT1.46.9,gt1_contact_person_telephone_num,any_text,,GT1.46.9,,,
GT1.46.10,gt1_contact_person_telephone_num,extension_prefix,,GT1.46.10,,,
GT1.46.11,gt1_contact_person_telephone_num,speed_dial_code,,GT1.46.11,,,
GT1.46.12,gt1_contact_person_telephone_num,unformatted_num,,GT1.46.12,,,
GT1.46.13,gt1_contact_person_telephone_num,eff_from_date,,GT1.46.13,,,
GT1.46.14,gt1_contact_person_telephone_num,eff_to_date,,GT1.46.14,,,
GT1.46.15,gt1_contact_person_telephone_num,expr_reason,,GT1.46.15,,,
GT1.46.15.1,gt1_contact_person_telephone_num,expr_reason,primary_id,GT1.46.15.1,,,
GT1.46.15.2,gt1_contact_person_telephone_num,expr_reason,text,GT1.46.15.2,,,
GT1.46.15.3,gt1_contact_person_telephone_num,expr_reason,name_of_coding_sys,GT1.46.15.3,,,
GT1.46.15.4,gt1_contact_person_telephone_num,expr_reason,alt_identifier,GT1.46.15.4,,,
GT1.46.15.5,gt1_contact_person_telephone_num,expr_reason,alt_text,GT1.46.15.5,,,
GT1.46.15.6,gt1_contact_person_telephone_num,expr_reason,name_of_alt_coding_sys,GT1.46.15.6,,,
GT1.46.15.7,gt1_contact_person_telephone_num,expr_reason,coding_sys_ver_id,GT1.46.15.7,,,
GT1.46.15.8,gt1_contact_person_telephone_num,expr_reason,alt_coding_sys_ver_id,GT1.46.15.8,,,
GT1.46.15.9,gt1_contact_person_telephone_num,expr_reason,original_text,GT1.46.15.9,,,
GT1.46.15.10,gt1_contact_person_telephone_num,expr_reason,second_alt_id,GT1.46.15.10,,,
GT1.46.15.11,gt1_contact_person_telephone_num,expr_reason,second_alt_text,GT1.46.15.11,,,
GT1.46.15.12,gt1_contact_person_telephone_num,expr_reason,name_of_second_alt_coding_sys,GT1.46.15.12,,,
GT1.46.15.13,gt1_contact_person_telephone_num,expr_reason,second_alt_coding_sys_ver_id,GT1.46.15.13,,,
GT1.46.15.14,gt1_contact_person_telephone_num,expr_reason,coding_sys_oid,GT1.46.15.14,,,
GT1.46.15.15,gt1_contact_person_telephone_num,expr_reason,value_set_oid,GT1.46.15.15,,,
GT1.46.15.16,gt1_contact_person_telephone_num,expr_reason,value_set_ver_id,GT1.46.15.16,,,
GT1.46.15.17,gt1_contact_person_telephone_num,expr_reason,alt_coding_sys_oid,GT1.46.15.17,,,
GT1.46.15.18,gt1_contact_person_telephone_num,expr_reason,alt_value_set_oid,GT1.46.15.18,,,
GT1.46.15.19,gt1_contact_person_telephone_num,expr_reason,alt_value_set_ver_id,GT1.46.15.19,,,
GT1.46.15.20,gt1_contact_person_telephone_num,expr_reason,second_alt_coding_sys_oid,GT1.46.15.20,,,
GT1.46.15.21,gt1_contact_person_telephone_num,expr_reason,second_alt_value_set_oid,GT1.46.15.21,,,
GT1.46.15.22,gt1_contact_person_telephone_num,expr_reason,second_alt_value_set_ver_id,GT1.46.15.22,,,
GT1.46.16,gt1_contact_person_telephone_num,protection_code,,GT1.46.16,,,
GT1.46.16.1,gt1_contact_person_telephone_num,protection_code,primary_id,GT1.46.16.1,,,
GT1.46.16.2,gt1_contact_person_telephone_num,protection_code,text,GT1.46.16.2,,,
GT1.46.16.3,gt1_contact_person_telephone_num,protection_code,name_of_coding_sys,GT1.46.16.3,,,
GT1.46.16.4,gt1_contact_person_telephone_num,protection_code,alt_identifier,GT1.46.16.4,,,
GT1.46.16.5,gt1_contact_person_telephone_num,protection_code,alt_text,GT1.46.16.5,,,
GT1.46.16.6,gt1_contact_person_telephone_num,protection_code,name_of_alt_coding_sys,GT1.46.16.6,,,
GT1.46.16.7,gt1_contact_person_telephone_num,protection_code,coding_sys_ver_id,GT1.46.16.7,,,
GT1.46.16.8,gt1_contact_person_telephone_num,protection_code,alt_coding_sys_ver_id,GT1.46.16.8,,,
GT1.46.16.9,gt1_contact_person_telephone_num,protection_code,original_text,GT1.46.16.9,,,
GT1.46.16.10,gt1_contact_person_telephone_num,protection_code,second_alt_id,GT1.46.16.10,,,
GT1.46.16.11,gt1_contact_person_telephone_num,protection_code,second_alt_text,GT1.46.16.11,,,
GT1.46.16.12,gt1_contact_person_telephone_num,protection_code,name_of_second_alt_coding_sys,GT1.46.16.12,,,
GT1.46.16.13,gt1_contact_person_telephone_num,protection_code,second_alt_coding_sys_ver_id,GT1.46.16.13,,,
GT1.46.16.14,gt1_contact_person_telephone_num,protection_code,coding_sys_oid,GT1.46.16.14,,,
GT1.46.16.15,gt1_contact_person_telephone_num,protection_code,value_set_oid,GT1.46.16.15,,,
GT1.46.16.16,gt1_contact_person_telephone_num,protection_code,value_set_ver_id,GT1.46.16.16,,,
GT1.46.16.17,gt1_contact_person_telephone_num,protection_code,alt_coding_sys_oid,GT1.46.16.17,,,
GT1.46.16.18,gt1_contact_person_telephone_num,protection_code,alt_value_set_oid,GT1.46.16.18,,,
GT1.46.16.19,gt1_contact_person_telephone_num,protection_code,alt_value_set_ver_id,GT1.46.16.19,,,
GT1.46.16.20,gt1_contact_person_telephone_num,protection_code,second_alt_coding_sys_oid,GT1.46.16.20,,,
GT1.46.16.21,gt1_contact_person_telephone_num,protection_code,second_alt_value_set_oid,GT1.46.16.21,,,
GT1.46.16.22,gt1_contact_person_telephone_num,protection_code,second_alt_value_set_ver_id,GT1.46.16.22,,,
GT1.46.17,gt1_contact_person_telephone_num,shared_id,,GT1.46.17,,,
GT1.46.17.1,gt1_contact_person_telephone_num,shared_id,entity_id,GT1.46.17.1,,,
GT1.46.17.2,gt1_contact_person_telephone_num,shared_id,namespace_id,GT1.46.17.2,,,
GT1.46.17.3,gt1_contact_person_telephone_num,shared_id,universal_id,GT1.46.17.3,,,
GT1.46.17.4,gt1_contact_person_telephone_num,shared_id,universal_id_type,GT1.46.17.4,,,
GT1.46.18,gt1_contact_person_telephone_num,pref_order,,GT1.46.18,,,
GT1.47,gt1_contact_reason,,,GT1.47,,,
GT1.47.1,gt1_contact_reason,primary_id,,GT1.47.1,,,
GT1.47.2,gt1_contact_reason,text,,GT1.47.2,,,
GT1.47.3,gt1_contact_reason,name_of_coding_sys,,GT1.47.3,,,
GT1.47.4,gt1_contact_reason,alt_identifier,,GT1.47.4,,,
GT1.47.5,gt1_contact_reason,alt_text,,GT1.47.5,,,
GT1.47.6,gt1_contact_reason,name_of_alt_coding_sys,,GT1.47.6,,,
GT1.47.7,gt1_contact_reason,coding_sys_ver_id,,GT1.47.7,,,
GT1.47.8,gt1_contact_reason,alt_coding_sys_ver_id,,GT1.47.8,,,
GT1.47.9,gt1_contact_reason,original_text,,GT1.47.9,,,
GT1.47.10,gt1_contact_reason,second_alt_id,,GT1.47.10,,,
GT1.47.11,gt1_contact_reason,second_alt_text,,GT1.47.11,,,
GT1.47.12,gt1_contact_reason,name_of_second_alt_coding_sys,,GT1.47.12,,,
GT1.47.13,gt1_contact_reason,second_alt_coding_sys_ver_id,,GT1.47.13,,,
GT1.47.14,gt1_contact_reason,coding_sys_oid,,GT1.47.14,,,
GT1.47.15,gt1_contact_reason,value_set_oid,,GT1.47.15,,,
GT1.47.16,gt1_contact_reason,value_set_ver_id,,GT1.47.16,,,
GT1.47.17,gt1_contact_reason,alt_coding_sys_oid,,GT1.47.17,,,
GT1.47.18,gt1_contact_reason,alt_value_set_oid,,GT1.47.18,,,
GT1.47.19,gt1_contact_reason,alt_value_set_ver_id,,GT1.47.19,,,
GT1.47.20,gt1_contact_reason,second_alt_coding_sys_oid,,GT1.47.20,,,
GT1.47.21,gt1_contact_reason,second_alt_value_set_oid,,GT1.47.21,,,
GT1.47.22,gt1_contact_reason,second_alt_value_set_ver_id,,GT1.47.22,,,
GT1.48,gt1_contact_relationship,,,GT1.48,,,
GT1.48.1,gt1_contact_relationship,primary_id,,GT1.48.1,,,
GT1.48.2,gt1_contact_relationship,text,,GT1.48.2,,,
GT1.48.3,gt1_contact_relationship,name_of_coding_sys,,GT1.48.3,,,
GT1.48.4,gt1_contact_relationship,alt_identifier,,GT1.48.4,,,
GT1.48.5,gt1_contact_relationship,alt_text,,GT1.48.5,,,
GT1.48.6,gt1_contact_relationship,name_of_alt_coding_sys,,GT1.48.6,,,
GT1.48.7,gt1_contact_relationship,coding_sys_ver_id,,GT1.48.7,,,
GT1.48.8,gt1_contact_relationship,alt_coding_sys_ver_id,,GT1.48.8,,,
GT1.48.9,gt1_contact_relationship,original_text,,GT1.48.9,,,
GT1.48.10,gt1_contact_relationship,second_alt_id,,GT1.48.10,,,
GT1.48.11,gt1_contact_relationship,second_alt_text,,GT1.48.11,,,
GT1.48.12,gt1_contact_relationship,name_of_second_alt_coding_sys,,GT1.48.12,,,
GT1.48.13,gt1_contact_relationship,second_alt_coding_sys_ver_id,,GT1.48.13,,,
GT1.48.14,gt1_contact_relationship,coding_sys_oid,,GT1.48.14,,,
GT1.48.15,gt1_contact_relationship,value_set_oid,,GT1.48.15,,,
GT1.48.16,gt1_contact_relationship,value_set_ver_id,,GT1.48.16,,,
GT1.48.17,gt1_contact_relationship,alt_coding_sys_oid,,GT1.48.17,,,
GT1.48.18,gt1_contact_relationship,alt_value_set_oid,,GT1.48.18,,,
GT1.48.19,gt1_contact_relationship,alt_value_set_ver_id,,GT1.48.19,,,
GT1.48.20,gt1_contact_relationship,second_alt_coding_sys_oid,,GT1.48.20,,,
GT1.48.21,gt1_contact_relationship,second_alt_value_set_oid,,GT1.48.21,,,
GT1.48.22,gt1_contact_relationship,second_alt_value_set_ver_id,,GT1.48.22,,,
GT1.49,gt1_job_title,,,GT1.49,,,
GT1.50,gt1_job_code_classification,,,GT1.50,,,
GT1.50.1,gt1_job_code_classification,job_code,,GT1.50.1,,,
GT1.50.1.1,gt1_job_code_classification,job_code,primary_id,GT1.50.1.1,,,
GT1.50.1.2,gt1_job_code_classification,job_code,text,GT1.50.1.2,,,
GT1.50.1.3,gt1_job_code_classification,job_code,name_of_coding_sys,GT1.50.1.3,,,
GT1.50.1.4,gt1_job_code_classification,job_code,alt_identifier,GT1.50.1.4,,,
GT1.50.1.5,gt1_job_code_classification,job_code,alt_text,GT1.50.1.5,,,
GT1.50.1.6,gt1_job_code_classification,job_code,name_of_alt_coding_sys,GT1.50.1.6,,,
GT1.50.1.7,gt1_job_code_classification,job_code,coding_sys_ver_id,GT1.50.1.7,,,
GT1.50.1.8,gt1_job_code_classification,job_code,alt_coding_sys_ver_id,GT1.50.1.8,,,
GT1.50.1.9,gt1_job_code_classification,job_code,original_text,GT1.50.1.9,,,
GT1.50.1.10,gt1_job_code_classification,job_code,second_alt_id,GT1.50.1.10,,,
GT1.50.1.11,gt1_job_code_classification,job_code,second_alt_text,GT1.50.1.11,,,
GT1.50.1.12,gt1_job_code_classification,job_code,name_of_second_alt_coding_sys,GT1.50.1.12,,,
