SegmentName,Field_Name,Component_Name,Sub_Component_Name
IN3.21,in3_case_manager,,
IN3.22,in3_second_opinion_date,,
IN3.23,in3_second_opinion_status,,
IN3.24,in3_second_opinion_documentation_received,,
IN3.25,in3_second_opinion_physician,,
INV.1,inv_substance_id,,
INV.2,inv_substance_status,,
INV.3,inv_substance_type,,
INV.4,inv_inventory_container_id,,
INV.5,inv_container_carrier_id,,
INV.6,inv_position_on_carrier,,
INV.7,inv_initial_qty,,
INV.8,inv_current_qty,,
INV.9,inv_available_qty,,
INV.10,inv_consumption_qty,,
INV.11,inv_qty_unit,,
INV.12,inv_expiration_date_time,,
INV.13,inv_first_used_date_time,,
INV.14,inv_on_board_stability_duration,,
INV.15,inv_test_fluid_id,,
INV.16,inv_manufacturer_lot_num,,
INV.17,inv_manufacturer_id,,
INV.18,inv_supplier_id,,
INV.19,inv_on_board_stability_time,,
INV.20,inv_target_value,,
IPC.1,ipc_accession_id,,
IPC.2,ipc_requested_procedure_id,,
IPC.3,ipc_study_instance_uid,,
IPC.4,ipc_scheduled_procedure_step_id,,
IPC.5,ipc_modality,,
IPC.6,ipc_protocol_code,,
IPC.7,ipc_scheduled_station_name,,
IPC.8,ipc_scheduled_procedure_step_location,,
IPC.9,ipc_scheduled_station_application_entity_title,,
IPR.1,ipr_invoice_processing_result_id,,
IPR.2,ipr_provider_cross_reference_id,,
IPR.3,ipr_payer_cross_reference_id,,
IPR.4,ipr_invoice_processing_result_status,,
IPR.5,ipr_invoice_processing_result_date_time,,
IPR.6,ipr_adjudicated_paid_amt,,
IPR.7,ipr_expected_payment_date_time,,
IPR.8,ipr_invoice_processing_result_checksum,,
ISD.1,isd_reference_interaction_num,,
ISD.2,isd_interaction_type_id,,
ISD.3,isd_interaction_active_state,,
ITM.1,itm_item_id,,
ITM.2,itm_item_desc,,
ITM.3,itm_item_status,,
ITM.4,itm_item_type,,
ITM.5,itm_item_category,,
ITM.6,itm_subject_to_expiration_ind,,
ITM.7,itm_manufacturer_id,,
ITM.8,itm_manufacturer_name,,
ITM.9,itm_manufacturer_catalog_num,,
ITM.10,itm_manufacturer_labeler_identification_code,,
ITM.11,itm_patient_chargeable_ind,,
ITM.12,itm_transaction_code,,
ITM.13,itm_transaction_amt_unit,,
ITM.14,itm_stocked_item_ind,,
ITM.15,itm_supply_risk_code,,
ITM.16,itm_approving_regulatory_agency,,
ITM.17,itm_latex_ind,,
ITM.18,itm_ruling_act,,
ITM.19,itm_item_natural_account_code,,
ITM.20,itm_approved_to_buy_qty,,
ITM.21,itm_approved_to_buy_price,,
ITM.22,itm_taxable_item_ind,,
ITM.23,itm_freight_charge_ind,,
ITM.24,itm_item_set_ind,,
ITM.25,itm_item_set_id,,
ITM.26,itm_track_department_usage_ind,,
ITM.27,itm_procedure_code,,
ITM.28,itm_procedure_code_modifier,,
ITM.29,itm_special_handling_code,,
IVC.1,ivc_provider_invoice_num,,
IVC.2,ivc_payer_invoice_num,,
IVC.3,ivc_contract_agreement_num,,
IVC.4,ivc_invoice_control,,
IVC.5,ivc_invoice_reason,,
IVC.6,ivc_invoice_type,,
IVC.7,ivc_invoice_date_time,,
IVC.8,ivc_invoice_amt,,
IVC.9,ivc_payment_term,,
IVC.10,ivc_provider_organization,,
IVC.11,ivc_payer_organization,,
IVC.12,ivc_attention,,
IVC.13,ivc_last_invoice_ind,,
IVC.14,ivc_invoice_booking_period,,
IVC.15,ivc_origin,,
IVC.16,ivc_invoice_fixed_amt,,
IVC.17,ivc_special_costs,,
IVC.18,ivc_amt_for_doctors_treatment,,
IVC.19,ivc_responsible_physician,,
IVC.20,ivc_cost_center,,
IVC.21,ivc_invoice_prepaid_amt,,
IVC.22,ivc_total_invoice_amt_without_prepaid_amt,,
IVC.23,ivc_total_amt_of_vat,,
IVC.24,ivc_vat_rate_applied,,
IVC.25,ivc_benefit_group,,
IVC.26,ivc_provider_tax_id,,
IVC.27,ivc_payer_tax_id,,
IVC.28,ivc_provider_tax_status,,
IVC.29,ivc_payer_tax_status,,
IVC.30,ivc_sales_tax_id,,
IVT.1,ivt_set_id,,
IVT.2,ivt_inventory_location_id,,
IVT.3,ivt_inventory_location_name,,
IVT.4,ivt_source_location_id,,
IVT.5,ivt_source_location_name,,
IVT.6,ivt_item_status,,
IVT.7,ivt_bin_location_id,,
IVT.8,ivt_order_packaging,,
IVT.9,ivt_issue_packaging,,
IVT.10,ivt_default_inventory_asset_account,,
IVT.11,ivt_patient_chargeable_ind,,
IVT.12,ivt_transaction_code,,
IVT.13,ivt_transaction_amt_unit,,
IVT.14,ivt_item_importance_code,,
IVT.15,ivt_stocked_item_ind,,
IVT.16,ivt_consignment_item_ind,,
IVT.17,ivt_reusable_item_ind,,
IVT.18,ivt_reusable_cost,,
IVT.19,ivt_substitute_item_id,,
IVT.20,ivt_latex_free_substitute_item_id,,
IVT.21,ivt_recommended_reorder_theory,,
IVT.22,ivt_recommended_safety_stock_day,,
IVT.23,ivt_recommended_maximum_day_inventory,,
IVT.24,ivt_recommended_order_point,,
IVT.25,ivt_recommended_order_amt,,
IVT.26,ivt_operating_room_par_level_ind,,
LAN.1,lan_set_id,,
LAN.2,lan_language_code,,
LAN.3,lan_language_ability_code,,
LAN.4,lan_language_proficiency_code,,
LCC.1,lcc_primary_key_value,,
LCC.2,lcc_location_department,,
LCC.3,lcc_accommodation_type,,
LCC.4,lcc_charge_code,,
LCH.1,lch_primary_key_value,,
LCH.2,lch_segment_action_code,,
LCH.3,lch_segment_unique_key,,
LCH.4,lch_location_characteristic_id,,
LCH.5,lch_location_characteristic_value,,
LDP.1,ldp_primary_key_value,,
LDP.2,ldp_location_department,,
LDP.3,ldp_location_service,,
LDP.4,ldp_specialty_type,,
LDP.5,ldp_valid_patient_classification_code,,
LDP.6,ldp_active_inactive_flag,,
LDP.7,ldp_activation_date,,
LDP.8,ldp_inactivation_date,,
LDP.9,ldp_inactivated_reason,,
LDP.10,ldp_visiting_hours,,
LDP.11,ldp_contact_phone,,
LDP.12,ldp_location_cost_center,,
LOC.1,loc_primary_key_value,,
LOC.2,loc_location_desc,,
LOC.3,loc_location_type,,
LOC.4,loc_organization_name,,
LOC.5,loc_location_address,,
LOC.6,loc_location_phone_num,,
LOC.7,loc_license_num,,
LOC.8,loc_location_equipment,,
LOC.9,loc_location_service_code,,
LRL.1,lrl_primary_key_value,,
LRL.2,lrl_segment_action_code,,
LRL.3,lrl_segment_unique_key,,
LRL.4,lrl_location_relationship_id,,
LRL.5,lrl_organizational_location_relationship_value,,
LRL.6,lrl_patient_location_relationship_value,,
MFA.1,mfa_record_level_event_code,,
MFA.2,mfa_mfn_control_id,,
MFA.3,mfa_event_completion_date_time,,
MFA.4,mfa_mfn_record_level_error_return,,
MFA.5,mfa_primary_key_value,,
MFA.6,mfa_primary_key_value_type,,
MFE.1,mfe_record_level_event_code,,
MFE.2,mfe_mfn_control_id,,
MFE.3,mfe_eff_date_time,,
MFE.4,mfe_primary_key_value,,
MFE.5,mfe_primary_key_value_type,,
MFE.6,mfe_entered_date_time,,
MFE.7,mfe_entered_by,,
MFI.1,mfi_master_file_id,,
MFI.2,mfi_master_file_application_id,,
MFI.3,mfi_file_level_event_code,,
MFI.4,mfi_entered_date_time,,
MFI.5,mfi_eff_date_time,,
MFI.6,mfi_response_level_code,,
MRG.1,mrg_prior_internal_pat_id,,
MRG.1.1,mrg_prior_internal_pat_id,identifier_num,
MRG.1.2,mrg_prior_internal_pat_id,identifier_check_digit,
MRG.1.3,mrg_prior_internal_pat_id,check_digit_scheme,
MRG.1.4,mrg_prior_internal_pat_id,assgn_authr,
MRG.1.4.1,mrg_prior_internal_pat_id,assgn_authr,namespace_id
MRG.1.4.2,mrg_prior_internal_pat_id,assgn_authr,universal_id
MRG.1.4.3,mrg_prior_internal_pat_id,assgn_authr,universal_id_type
MRG.1.5,mrg_prior_internal_pat_id,identifier_type_code,
MRG.1.6,mrg_prior_internal_pat_id,assgn_facility,
MRG.1.6.1,mrg_prior_internal_pat_id,assgn_facility,namespace_id
MRG.1.6.2,mrg_prior_internal_pat_id,assgn_facility,universal_id
MRG.1.6.3,mrg_prior_internal_pat_id,assgn_facility,universal_id_type
MRG.1.7,mrg_prior_internal_pat_id,eff_from_date,
MRG.1.8,mrg_prior_internal_pat_id,eff_to_date,
MRG.1.9,mrg_prior_internal_pat_id,assgn_jurisdiction,
MRG.1.10,mrg_prior_internal_pat_id,assgn_agency_dept,
MRG.1.11,mrg_prior_internal_pat_id,security_check,
MRG.1.12,mrg_prior_internal_pat_id,security_check_scheme,
MRG.2,mrg_prior_alt_pat_id,,
MRG.3,mrg_prior_pat_account_num,,
MRG.4,mrg_prior_pat_id,,
MRG.4.1,mrg_prior_pat_id,identifier_num,
MRG.4.2,mrg_prior_pat_id,identifier_check_digit,
MRG.4.3,mrg_prior_pat_id,check_digit_scheme,
MRG.4.4,mrg_prior_pat_id,assgn_authr,
MRG.4.4.1,mrg_prior_pat_id,assgn_authr,namespace_id
MRG.4.4.2,mrg_prior_pat_id,assgn_authr,universal_id
MRG.4.4.3,mrg_prior_pat_id,assgn_authr,universal_id_type
MRG.4.5,mrg_prior_pat_id,identifier_type_code,
MRG.4.6,mrg_prior_pat_id,assgn_facility,
MRG.4.6.1,mrg_prior_pat_id,assgn_facility,namespace_id
MRG.4.6.2,mrg_prior_pat_id,assgn_facility,universal_id
MRG.4.6.3,mrg_prior_pat_id,assgn_facility,universal_id_type
MRG.4.7,mrg_prior_pat_id,eff_from_date,
MRG.4.8,mrg_prior_pat_id,eff_to_date,
MRG.4.9,mrg_prior_pat_id,assgn_jurisdiction,
MRG.4.10,mrg_prior_pat_id,assgn_agency_dept,
MRG.4.11,mrg_prior_pat_id,security_check,
MRG.4.12,mrg_prior_pat_id,security_check_scheme,
MRG.5,mrg_prior_visit_num,,
MRG.6,mrg_prior_alt_visit_id,,
MRG.7,mrg_prior_pat_name,,
MSA.1,msa_acknowledgment_code,,
MSA.2,msa_message_control_id,,
MSA.3,msa_message_text,,
MSA.4,msa_expected_sequence_num,,
MSA.5,msa_delayed_acknowledgment_type,,
MSA.6,msa_error_condition,,
MSA.7,msa_message_waiting_num,,
MSA.8,msa_message_waiting_priority,,
MSH.1,msh_field_separator,,
MSH.2,msh_encoding_character,,
MSH.3,msh_sending_appl,,
MSH.3.1,msh_sending_appl,namespace_id,
MSH.3.2,msh_sending_appl,universal_id,
MSH.3.3,msh_sending_appl,universal_id_type,
MSH.4,msh_sending_facility,,
MSH.4.1,msh_sending_facility,namespace_id,
MSH.4.2,msh_sending_facility,universal_id,
MSH.4.3,msh_sending_facility,universal_id_type,
MSH.5,msh_receiving_appl,,
MSH.5.1,msh_receiving_appl,namespace_id,
MSH.5.2,msh_receiving_appl,universal_id,
MSH.5.3,msh_receiving_appl,universal_id_type,
MSH.6,msh_receiving_facility,,
MSH.6.1,msh_receiving_facility,namespace_id,
MSH.6.2,msh_receiving_facility,universal_id,
MSH.6.3,msh_receiving_facility,universal_id_type,
MSH.7,msh_msg_create_date_time,,
MSH.7.1,msh_msg_create,date_time,
MSH.7.2,msh_msg_create,precision,
MSH.8,msh_security,,
MSH.9,msh_msg_type,,
MSH.9.1,msh_msg_type,message_code,
MSH.9.2,msh_msg_type,trigger_event,
MSH.9.3,msh_msg_type,message_structure,
MSH.10,msh_msg_control_id,,
MSH.11,msh_processing_id,,
MSH.11.1,msh_processing_id,processing_id,
MSH.11.2,msh_processing_id,processing_mode,
MSH.12,msh_version_id,,
MSH.12.1,msh_version_id,version_id,
MSH.12.2,msh_version_id,intl_code,
MSH.12.3,msh_version_id,intl_ver_id,
MSH.13,msh_sequence_num,,
MSH.14,msh_continuation_pointer,,
MSH.15,msh_accept_acknowledgment_type,,
MSH.16,msh_appl_acknowledgment_type,,
MSH.17,msh_country_code,,
MSH.18,msh_character_set,,
MSH.19,msh_principal_language_of_msg,,
MSH.20,msh_alt_character_set_handling_scheme,,
MSH.21,msh_msg_profile_id,,
MSH.21.1,msh_msg_profile_id,entity_id,
MSH.21.2,msh_msg_profile_id,namespace_id,
MSH.21.3,msh_msg_profile_id,universal_id,
MSH.21.4,msh_msg_profile_id,universal_id_type,
MSH.22,msh_sending_responsible_organization,,
MSH.23,msh_receiving_responsible_organization,,
MSH.24,msh_sending_network_address,,
MSH.25,msh_receiving_network_address,,
NCK.1,nck_sys_date_time,,
NDS.1,nds_notification_reference_num,,
NDS.2,nds_notification_date_time,,
NDS.3,nds_notification_alert_severity,,
NDS.4,nds_notification_code,,
NK1.1,nk1_set_id,,
NK1.2,nk1_name,,
NK1.2.1,nk1_name,last_name,
NK1.2.2,nk1_name,first_name,
NK1.2.3,nk1_name,middle_name,
NK1.2.4,nk1_name,suffix,
NK1.2.5,nk1_name,person_prefix,
NK1.2.6,nk1_name,degree,
NK1.2.7,nk1_name,type_code,
NK1.2.8,nk1_name,rep_code,
NK1.2.9,nk1_name,context,
NK1.2.10,nk1_name,validity_range,
NK1.2.11,nk1_name,assembly_order,
NK1.2.12,nk1_name,eff_from_date_time,
NK1.2.13,nk1_name,eff_to_date_time,
NK1.2.14,nk1_name,prof_suffix,
NK1.2.15,nk1_name,called_by,
NK1.3,nk1_relationship,,
NK1.3.1,nk1_relationship,primary_id,
NK1.3.2,nk1_relationship,text,
NK1.3.3,nk1_relationship,name_of_coding_sys,
NK1.3.4,nk1_relationship,alt_id,
NK1.3.5,nk1_relationship,alt_text,
NK1.3.6,nk1_relationship,name_of_alt_coding_sys,
NK1.3.7,nk1_relationship,coding_sys_ver_id,
NK1.3.8,nk1_relationship,alt_coding_sys_ver_id,
NK1.3.9,nk1_relationship,original_text,
NK1.3.10,nk1_relationship,second_alt_id,
NK1.3.11,nk1_relationship,second_alt_text,
NK1.3.12,nk1_relationship,name_of_second_alt_coding_sys,
NK1.3.13,nk1_relationship,second_alt_coding_sys_ver_id,
NK1.3.14,nk1_relationship,coding_sys_oid,
NK1.3.15,nk1_relationship,value_set_oid,
NK1.3.16,nk1_relationship,value_set_ver_id,
NK1.3.17,nk1_relationship,alt_coding_sys_oid,
NK1.3.18,nk1_relationship,alt_value_set_oid,
NK1.3.19,nk1_relationship,alt_value_set_ver_id,
NK1.3.20,nk1_relationship,second_alt_coding_sys_oid,
NK1.3.21,nk1_relationship,second_alt_value_set_oid,
NK1.3.22,nk1_relationship,second_alt_value_set_ver_id,
NK1.4,nk1_address,,
NK1.4.1,nk1_address,street_address1,
NK1.4.2,nk1_address,street_address2,
NK1.4.3,nk1_address,city,
NK1.4.4,nk1_address,state_province,
NK1.4.5,nk1_address,zip_postal_code,
NK1.4.6,nk1_address,country,
NK1.4.7,nk1_address,address_type,
NK1.4.8,nk1_address,other_geo_designation,
NK1.4.9,nk1_address,county_parish_code,
NK1.4.10,nk1_address,census_tract,
NK1.4.11,nk1_address,rep_code,
NK1.4.12,nk1_address,validity_range,
NK1.4.13,nk1_address,eff_from_date_time,
NK1.4.14,nk1_address,eff_to_date_time,
NK1.4.15,nk1_address,expr_reason,
NK1.4.16,nk1_address,temporary_indicator,
NK1.4.17,nk1_address,bad_address_indicator,
NK1.4.18,nk1_address,address_usage,
NK1.4.19,nk1_address,addressee,
NK1.4.20,nk1_address,address_comment,
NK1.4.21,nk1_address,pref_order,
NK1.4.22,nk1_address,protection_code,
NK1.4.23,nk1_address,address_id,
NK1.5,nk1_phone_num,,
NK1.5.1,nk1_phone_num,formatted_num,
NK1.5.2,nk1_phone_num,use_code,
NK1.5.3,nk1_phone_num,equipment_type,
NK1.5.4,nk1_phone_num,comm_address,
NK1.5.5,nk1_phone_num,country_code,
NK1.5.6,nk1_phone_num,area_city_code,
NK1.5.7,nk1_phone_num,local_number,
NK1.5.8,nk1_phone_num,extension,
NK1.5.9,nk1_phone_num,any_text,
NK1.5.10,nk1_phone_num,extension_prefix,
NK1.5.11,nk1_phone_num,speed_dial_code,
NK1.5.12,nk1_phone_num,unformatted_num,
NK1.5.13,nk1_phone_num,eff_from_date,
NK1.5.14,nk1_phone_num,eff_to_date,
NK1.5.15,nk1_phone_num,expr_reason,
NK1.5.16,nk1_phone_num,protection_code,
NK1.5.17,nk1_phone_num,shared_id,
NK1.5.18,nk1_phone_num,pref_order,
NK1.6,nk1_business_phone_num,,
NK1.6.1,nk1_business_phone_num,formatted_num,
NK1.6.2,nk1_business_phone_num,use_code,
NK1.6.3,nk1_business_phone_num,equipment_type,
NK1.6.4,nk1_business_phone_num,comm_address,
NK1.6.5,nk1_business_phone_num,country_code,
NK1.6.6,nk1_business_phone_num,area_city_code,
NK1.6.7,nk1_business_phone_num,local_number,
NK1.6.8,nk1_business_phone_num,extension,
NK1.6.9,nk1_business_phone_num,any_text,
NK1.6.10,nk1_business_phone_num,extension_prefix,
NK1.6.11,nk1_business_phone_num,speed_dial_code,
NK1.6.12,nk1_business_phone_num,unformatted_num,
NK1.6.13,nk1_business_phone_num,eff_from_date,
NK1.6.14,nk1_business_phone_num,eff_to_date,
NK1.6.15,nk1_business_phone_num,expr_reason,
NK1.6.16,nk1_business_phone_num,protection_code,
NK1.6.17,nk1_business_phone_num,shared_id,
NK1.6.18,nk1_business_phone_num,pref_order,
NK1.7,nk1_contact_role,,
NK1.8,nk1_start_date,,
NK1.9,nk1_end_date,,
NK1.10,nk1_asoc_party_job_title,,
NK1.11,nk1_asoc_party_job_code,,
NK1.12,nk1_asoc_party_employee_num,,
NK1.13,nk1_organization_name,,
NK1.14,nk1_marital_status,,
NK1.15,nk1_sex,,
NK1.16,nk1_birth_date_time,,
NK1.17,nk1_living_dependency,,
NK1.18,nk1_ambulatory_status,,
NK1.19,nk1_citizenship,,
NK1.20,nk1_primary_language,,
NK1.21,nk1_living_arrangement,,
NK1.22,nk1_publicity_code,,
NK1.23,nk1_protection_ind,,
NK1.24,nk1_student_ind,,
NK1.25,nk1_religion,,
NK1.26,nk1_mother_maiden_name,,
NK1.26.1,nk1_mother_maiden_name,last_name,
NK1.26.2,nk1_mother_maiden_name,first_name,
NK1.26.3,nk1_mother_maiden_name,middle_name,
NK1.26.4,nk1_mother_maiden_name,suffix,
NK1.26.5,nk1_mother_maiden_name,person_prefix,
NK1.26.6,nk1_mother_maiden_name,degree,
NK1.26.7,nk1_mother_maiden_name,type_code,
NK1.26.8,nk1_mother_maiden_name,rep_code,
NK1.26.9,nk1_mother_maiden_name,context,
NK1.26.10,nk1_mother_maiden_name,validity_range,
NK1.26.11,nk1_mother_maiden_name,assembly_order,
NK1.26.12,nk1_mother_maiden_name,eff_from_date_time,
NK1.26.13,nk1_mother_maiden_name,eff_to_date_time,
NK1.26.14,nk1_mother_maiden_name,prof_suffix,
NK1.26.15,nk1_mother_maiden_name,called_by,
NK1.27,nk1_nationality,,
NK1.28,nk1_ethnic_group,,
NK1.29,nk1_contact_reason,,
NK1.30,nk1_contact_person_name,,
NK1.30.1,nk1_contact_person_name,last_name,
NK1.30.2,nk1_contact_person_name,first_name,
NK1.30.3,nk1_contact_person_name,middle_name,
NK1.30.4,nk1_contact_person_name,suffix,
NK1.30.5,nk1_contact_person_name,person_prefix,
NK1.30.6,nk1_contact_person_name,degree,
NK1.30.7,nk1_contact_person_name,type_code,
NK1.30.8,nk1_contact_person_name,rep_code,
NK1.30.9,nk1_contact_person_name,context,
NK1.30.10,nk1_contact_person_name,validity_range,
NK1.30.11,nk1_contact_person_name,assembly_order,
NK1.30.12,nk1_contact_person_name,eff_from_date_time,
NK1.30.13,nk1_contact_person_name,eff_to_date_time,
NK1.30.14,nk1_contact_person_name,prof_suffix,
NK1.30.15,nk1_contact_person_name,called_by,
NK1.31,nk1_contact_person_phone_num,,
NK1.31.1,nk1_contact_person_phone_num,formatted_num,
NK1.31.2,nk1_contact_person_phone_num,use_code,
NK1.31.3,nk1_contact_person_phone_num,equipment_type,
NK1.31.4,nk1_contact_person_phone_num,comm_address,
NK1.31.5,nk1_contact_person_phone_num,country_code,
NK1.31.6,nk1_contact_person_phone_num,area_city_code,
NK1.31.7,nk1_contact_person_phone_num,local_number,
NK1.31.8,nk1_contact_person_phone_num,extension,
NK1.31.9,nk1_contact_person_phone_num,any_text,
NK1.31.10,nk1_contact_person_phone_num,extension_prefix,
NK1.31.11,nk1_contact_person_phone_num,speed_dial_code,
NK1.31.12,nk1_contact_person_phone_num,unformatted_num,
NK1.31.13,nk1_contact_person_phone_num,eff_from_date,
NK1.31.14,nk1_contact_person_phone_num,eff_to_date,
NK1.31.15,nk1_contact_person_phone_num,expr_reason,
NK1.31.16,nk1_contact_person_phone_num,protection_code,
NK1.31.17,nk1_contact_person_phone_num,shared_id,
NK1.31.18,nk1_contact_person_phone_num,pref_order,
NK1.32,nk1_contact_person_address,,
NK1.32.1,nk1_contact_person_address,street_address1,
NK1.32.2,nk1_contact_person_address,street_address2,
NK1.32.3,nk1_contact_person_address,city,
NK1.32.4,nk1_contact_person_address,state_province,
NK1.32.5,nk1_contact_person_address,zip_postal_code,
NK1.32.6,nk1_contact_person_address,country,
NK1.32.7,nk1_contact_person_address,address_type,
NK1.32.8,nk1_contact_person_address,other_geo_designation,
NK1.32.9,nk1_contact_person_address,county_parish_code,
NK1.32.10,nk1_contact_person_address,census_tract,
NK1.32.11,nk1_contact_person_address,rep_code,
NK1.32.12,nk1_contact_person_address,validity_range,
NK1.32.13,nk1_contact_person_address,eff_from_date_time,
NK1.32.14,nk1_contact_person_address,eff_to_date_time,
NK1.32.15,nk1_contact_person_address,expr_reason,
NK1.32.16,nk1_contact_person_address,temporary_indicator,
NK1.32.17,nk1_contact_person_address,bad_indicator,
NK1.32.18,nk1_contact_person_address,address_usage,
NK1.32.19,nk1_contact_person_address,addressee,
NK1.32.20,nk1_contact_person_address,address_comment,
NK1.32.21,nk1_contact_person_address,pref_order,
NK1.32.22,nk1_contact_person_address,protection_code,
NK1.32.23,nk1_contact_person_address,address_id,
NK1.33,nk1_asoc_party_id,,
NK1.34,nk1_job_status,,
NK1.34.1,nk1_job_status,primary_id,
NK1.34.2,nk1_job_status,text,
NK1.34.3,nk1_job_status,name_of_coding_sys,
NK1.34.4,nk1_job_status,alt_id,
NK1.34.5,nk1_job_status,alt_text,
NK1.34.6,nk1_job_status,name_of_alt_coding_sys,
NK1.34.7,nk1_job_status,coding_sys_ver_id,
NK1.34.8,nk1_job_status,alt_coding_sys_ver_id,
NK1.34.9,nk1_job_status,original_text,
NK1.34.10,nk1_job_status,second_alt_id,
NK1.34.11,nk1_job_status,second_alt_text,
NK1.34.12,nk1_job_status,name_of_second_alt_coding_sys,
NK1.34.13,nk1_job_status,second_alt_coding_sys_ver_id,
NK1.34.14,nk1_job_status,coding_sys_oid,
NK1.34.15,nk1_job_status,value_set_oid,
NK1.34.16,nk1_job_status,value_set_ver_id,
NK1.34.17,nk1_job_status,alt_coding_sys_oid,
NK1.34.18,nk1_job_status,alt_value_set_oid,
NK1.34.19,nk1_job_status,alt_value_set_ver_id,
NK1.34.20,nk1_job_status,second_alt_coding_sys_oid,
NK1.34.21,nk1_job_status,second_alt_value_set_oid,
NK1.34.22,nk1_job_status,second_alt_value_set_ver_id,
NK1.35,nk1_race,,
NK1.36,nk1_handicap,,
NK1.37,nk1_contact_person_social_security_num,,
NK1.38,nk1_next_of_kin_birth_place,,
NK1.39,nk1_vip_ind,,
NK1.40,nk1_next_of_kin_telecom_info,,
NK1.40.1,nk1_next_of_kin_telecom_info,formatted_num,
NK1.40.2,nk1_next_of_kin_telecom_info,use_code,
NK1.40.3,nk1_next_of_kin_telecom_info,equipment_type,
NK1.40.4,nk1_next_of_kin_telecom_info,comm_address,
NK1.40.5,nk1_next_of_kin_telecom_info,country_code,
NK1.40.6,nk1_next_of_kin_telecom_info,area_city_code,
NK1.40.7,nk1_next_of_kin_telecom_info,local_number,
NK1.40.8,nk1_next_of_kin_telecom_info,extension,
NK1.40.9,nk1_next_of_kin_telecom_info,any_text,
NK1.40.10,nk1_next_of_kin_telecom_info,extension_prefix,
NK1.40.11,nk1_next_of_kin_telecom_info,speed_dial_code,
NK1.40.12,nk1_next_of_kin_telecom_info,unformatted_num,
NK1.40.13,nk1_next_of_kin_telecom_info,eff_from_date,
NK1.40.14,nk1_next_of_kin_telecom_info,eff_to_date,
NK1.40.15,nk1_next_of_kin_telecom_info,expr_reason,
NK1.40.16,nk1_next_of_kin_telecom_info,protection_code,
NK1.40.17,nk1_next_of_kin_telecom_info,shared_id,
NK1.40.18,nk1_next_of_kin_telecom_info,pref_order,
NK1.41,nk1_contact_person_telecom_info,,
NK1.41.1,nk1_contact_person_telecom_info,formatted_num,
NK1.41.2,nk1_contact_person_telecom_info,use_code,
NK1.41.3,nk1_contact_person_telecom_info,equipment_type,
NK1.41.4,nk1_contact_person_telecom_info,comm_address,
NK1.41.5,nk1_contact_person_telecom_info,country_code,
NK1.41.6,nk1_contact_person_telecom_info,area_city_code,
NK1.41.7,nk1_contact_person_telecom_info,local_number,
NK1.41.8,nk1_contact_person_telecom_info,extension,
NK1.41.9,nk1_contact_person_telecom_info,any_text,
NK1.41.10,nk1_contact_person_telecom_info,extension_prefix,
NK1.41.11,nk1_contact_person_telecom_info,speed_dial_code,
NK1.41.12,nk1_contact_person_telecom_info,unformatted_num,
NK1.41.13,nk1_contact_person_telecom_info,eff_from_date,
NK1.41.14,nk1_contact_person_telecom_info,eff_to_date,
NK1.41.15,nk1_contact_person_telecom_info,expr_reason,
NK1.41.16,nk1_contact_person_telecom_info,protection_code,
NK1.41.17,nk1_contact_person_telecom_info,shared_id,
NK1.41.18,nk1_contact_person_telecom_info,pref_order,
NPU.1,npu_bed_location,,
NPU.2,npu_bed_status,,
NSC.1,nsc_application_change_type,,
NSC.2,nsc_current_cpu_name,,
NSC.3,nsc_current_fileserver_name,,
NSC.4,nsc_current_application,,
NSC.5,nsc_current_facility,,
NSC.6,nsc_new_cpu_name,,
NSC.7,nsc_new_fileserver_name,,
NSC.8,nsc_new_application,,
NSC.9,nsc_new_facility,,
NST.1,nst_statistics_available,,
NST.2,nst_source_id,,
NST.3,nst_source_type,,
NST.4,nst_statistics_start,,
NST.5,nst_statistics_end,,
NST.6,nst_receive_character_cnt,,
NST.7,nst_send_character_cnt,,
NST.8,nst_message_received,,
NST.9,nst_message_sent,,
NST.10,nst_checksum_receive_error,,
NST.11,nst_length_receive_error,,
NST.12,nst_other_receive_error,,
NST.13,nst_connect_timeout_error,,
NST.14,nst_receive_timeout,,
NST.15,nst_application_control_level_error,,
NTE.1,nte_set_id,,
NTE.2,nte_comment_source,,
NTE.3,nte_comment,,
NTE.4,nte_comment_type,,
NTE.4.1,nte_comment_type,primary_id,
NTE.4.2,nte_comment_type,text,
NTE.4.3,nte_comment_type,name_of_coding_sys,
NTE.4.4,nte_comment_type,alt_id,
NTE.4.5,nte_comment_type,alt_text,
NTE.4.6,nte_comment_type,name_of_alt_coding_sys,
NTE.4.7,nte_comment_type,coding_sys_ver_id,
NTE.4.8,nte_comment_type,alt_coding_sys_ver_id,
NTE.4.9,nte_comment_type,original_text,
NTE.4.10,nte_comment_type,second_alt_id,
NTE.4.11,nte_comment_type,second_alt_text,
NTE.4.12,nte_comment_type,name_of_second_alt_coding_sys,
NTE.4.13,nte_comment_type,second_alt_coding_sys_ver_id,
NTE.4.14,nte_comment_type,coding_sys_oid,
NTE.4.15,nte_comment_type,value_set_oid,
NTE.4.16,nte_comment_type,value_set_ver_id,
NTE.4.17,nte_comment_type,alt_coding_sys_oid,
NTE.4.18,nte_comment_type,alt_value_set_oid,
NTE.4.19,nte_comment_type,alt_value_set_ver_id,
NTE.4.20,nte_comment_type,second_alt_coding_sys_oid,
NTE.4.21,nte_comment_type,second_alt_value_set_oid,
NTE.4.22,nte_comment_type,second_alt_value_set_ver_id,
NTE.5,nte_entered_by,,
