SegmentName,Field_Name,Component_Name,Sub_Component_Name,New_Field_Name,New_Component_Name,New_Sub_Component_Name
IN1.32.22,in1_billing_status,second_alt_value_set_ver_id,,,,
IN1.33,in1_lifetime_reserve_day,,,,,
IN1.34,in1_delay_before_lifetime_reserve_day,,,,,
IN1.35,in1_company_plan_code,,,,,
IN1.35.1,in1_company_plan_code,primary_id,,,,
IN1.35.2,in1_company_plan_code,text,,,,
IN1.35.3,in1_company_plan_code,name_of_coding_sys,,,,
IN1.35.4,in1_company_plan_code,alt_id,,,,
IN1.35.5,in1_company_plan_code,alt_text,,,,
IN1.35.6,in1_company_plan_code,name_of_alt_coding_sys,,,,
IN1.35.7,in1_company_plan_code,coding_sys_ver_id,,,,
IN1.35.8,in1_company_plan_code,alt_coding_sys_ver_id,,,,
IN1.35.9,in1_company_plan_code,original_text,,,,
IN1.35.10,in1_company_plan_code,second_alt_id,,,,
IN1.35.11,in1_company_plan_code,second_alt_text,,,,
IN1.35.12,in1_company_plan_code,name_of_second_alt_coding_sys,,,,
IN1.35.13,in1_company_plan_code,second_alt_coding_sys_ver_id,,,,
IN1.35.14,in1_company_plan_code,coding_sys_oid,,,,
IN1.35.15,in1_company_plan_code,value_set_oid,,,,
IN1.35.16,in1_company_plan_code,value_set_ver_id,,,,
IN1.35.17,in1_company_plan_code,alt_coding_sys_oid,,,,
IN1.35.18,in1_company_plan_code,alt_value_set_oid,,,,
IN1.35.19,in1_company_plan_code,alt_value_set_ver_id,,,,
IN1.35.20,in1_company_plan_code,second_alt_coding_sys_oid,,,,
IN1.35.21,in1_company_plan_code,second_alt_value_set_oid,,,,
IN1.35.22,in1_company_plan_code,second_alt_value_set_ver_id,,,,
IN1.36,in1_policy_num,,,,,
IN1.37,in1_policy_deductible,,,,,
IN1.37.1,in1_policy_deductible,price,,,,
IN1.37.2,in1_policy_deductible,price_quantity,,,,
IN1.37.3,in1_policy_deductible,price_denomination,,,,
IN1.37.4,in1_policy_deductible,price_type,,,,
IN1.37.5,in1_policy_deductible,from_value,,,,
IN1.37.6,in1_policy_deductible,to_value,,,,
IN1.37.7,in1_policy_deductible,range_units,,,,
IN1.37.7.1,in1_policy_deductible,range_units,primary_id,,,
IN1.37.7.2,in1_policy_deductible,range_units,text,,,
IN1.37.7.3,in1_policy_deductible,range_units,name_of_coding_sys,,,
IN1.37.7.4,in1_policy_deductible,range_units,alt_id,,,
IN1.37.7.5,in1_policy_deductible,range_units,alt_text,,,
IN1.37.7.6,in1_policy_deductible,range_units,name_of_alt_coding_sys,,,
IN1.37.7.7,in1_policy_deductible,range_units,coding_sys_ver_id,,,
IN1.37.7.8,in1_policy_deductible,range_units,alt_coding_sys_ver_id,,,
IN1.37.7.9,in1_policy_deductible,range_units,original_text,,,
IN1.37.7.10,in1_policy_deductible,range_units,second_alt_id,,,
IN1.37.7.11,in1_policy_deductible,range_units,second_alt_text,,,
IN1.37.7.12,in1_policy_deductible,range_units,name_of_second_alt_coding_sys,,,
IN1.37.7.13,in1_policy_deductible,range_units,second_alt_coding_sys_ver_id,,,
IN1.37.7.14,in1_policy_deductible,range_units,coding_sys_oid,,,
IN1.37.7.15,in1_policy_deductible,range_units,value_set_oid,,,
IN1.37.7.16,in1_policy_deductible,range_units,value_set_ver_id,,,
IN1.37.7.17,in1_policy_deductible,range_units,alt_coding_sys_oid,,,
IN1.37.7.18,in1_policy_deductible,range_units,alt_value_set_oid,,,
IN1.37.7.19,in1_policy_deductible,range_units,alt_value_set_ver_id,,,
IN1.37.7.20,in1_policy_deductible,range_units,second_alt_coding_sys_oid,,,
IN1.37.7.21,in1_policy_deductible,range_units,second_alt_value_set_oid,,,
IN1.37.7.22,in1_policy_deductible,range_units,second_alt_value_set_ver_id,,,
IN1.37.8,in1_policy_deductible,range_type,,,,
IN1.38,in1_policy_limit_amt,,,,,
IN1.39,in1_policy_limit_day,,,,,
IN1.40,in1_semi_private_room_rate,,,,,
IN1.41,in1_private_room_rate,,,,,
IN1.42,in1_insured_employment_status,,,,,
IN1.42.1,in1_insured_employment_status,primary_id,,,,
IN1.42.2,in1_insured_employment_status,text,,,,
IN1.42.3,in1_insured_employment_status,name_of_coding_sys,,,,
IN1.42.4,in1_insured_employment_status,alt_id,,,,
IN1.42.5,in1_insured_employment_status,alt_text,,,,
IN1.42.6,in1_insured_employment_status,name_of_alt_coding_sys,,,,
IN1.42.7,in1_insured_employment_status,coding_sys_ver_id,,,,
IN1.42.8,in1_insured_employment_status,alt_coding_sys_ver_id,,,,
IN1.42.9,in1_insured_employment_status,original_text,,,,
IN1.42.10,in1_insured_employment_status,second_alt_id,,,,
IN1.42.11,in1_insured_employment_status,second_alt_text,,,,
IN1.42.12,in1_insured_employment_status,name_of_second_alt_coding_sys,,,,
IN1.42.13,in1_insured_employment_status,second_alt_coding_sys_ver_id,,,,
IN1.42.14,in1_insured_employment_status,coding_sys_oid,,,,
IN1.42.15,in1_insured_employment_status,value_set_oid,,,,
IN1.42.16,in1_insured_employment_status,value_set_ver_id,,,,
IN1.42.17,in1_insured_employment_status,alt_coding_sys_oid,,,,
IN1.42.18,in1_insured_employment_status,alt_value_set_oid,,,,
IN1.42.19,in1_insured_employment_status,alt_value_set_ver_id,,,,
IN1.42.20,in1_insured_employment_status,second_alt_coding_sys_oid,,,,
IN1.42.21,in1_insured_employment_status,second_alt_value_set_oid,,,,
IN1.42.22,in1_insured_employment_status,second_alt_value_set_ver_id,,,,
IN1.43,in1_insured_sex,,,,,
IN1.43.1,in1_insured_sex,primary_id,,,,
IN1.43.2,in1_insured_sex,text,,,,
IN1.43.3,in1_insured_sex,name_of_coding_sys,,,,
IN1.43.4,in1_insured_sex,alt_id,,,,
IN1.43.5,in1_insured_sex,alt_text,,,,
IN1.43.6,in1_insured_sex,name_of_alt_coding_sys,,,,
IN1.43.7,in1_insured_sex,coding_sys_ver_id,,,,
IN1.43.8,in1_insured_sex,alt_coding_sys_ver_id,,,,
IN1.43.9,in1_insured_sex,original_text,,,,
IN1.43.10,in1_insured_sex,second_alt_id,,,,
IN1.43.11,in1_insured_sex,second_alt_text,,,,
IN1.43.12,in1_insured_sex,name_of_second_alt_coding_sys,,,,
IN1.43.13,in1_insured_sex,second_alt_coding_sys_ver_id,,,,
IN1.43.14,in1_insured_sex,coding_sys_oid,,,,
IN1.43.15,in1_insured_sex,value_set_oid,,,,
IN1.43.16,in1_insured_sex,value_set_ver_id,,,,
IN1.43.17,in1_insured_sex,alt_coding_sys_oid,,,,
IN1.43.18,in1_insured_sex,alt_value_set_oid,,,,
IN1.43.19,in1_insured_sex,alt_value_set_ver_id,,,,
IN1.43.20,in1_insured_sex,second_alt_coding_sys_oid,,,,
IN1.43.21,in1_insured_sex,second_alt_value_set_oid,,,,
IN1.43.22,in1_insured_sex,second_alt_value_set_ver_id,,,,
IN1.44,in1_insured_employer_address,,,,,
IN1.44.1,in1_insured_employer_address,street_address1,,,,
IN1.44.1.1,in1_insured_employer_address,street_address1,street_mailing_address,,,
IN1.44.1.2,in1_insured_employer_address,street_address1,street_name,,,
IN1.44.1.3,in1_insured_employer_address,street_address1,dwelling_num,,,
IN1.44.2,in1_insured_employer_address,street_address2,,,,
IN1.44.3,in1_insured_employer_address,city,,,,
IN1.44.4,in1_insured_employer_address,state_province,,,,
IN1.44.5,in1_insured_employer_address,zip_postal_code,,,,
IN1.44.6,in1_insured_employer_address,country,,,,
IN1.44.7,in1_insured_employer_address,address_type,,,,
IN1.44.8,in1_insured_employer_address,other_geo_designation,,,,
IN1.44.9,in1_insured_employer_address,county_parish_code,,,,
IN1.44.9.1,in1_insured_employer_address,county_parish_code,primary_id,,,
IN1.44.9.2,in1_insured_employer_address,county_parish_code,text,,,
IN1.44.9.3,in1_insured_employer_address,county_parish_code,name_of_coding_sys,,,
IN1.44.9.4,in1_insured_employer_address,county_parish_code,alt_id,,,
IN1.44.9.5,in1_insured_employer_address,county_parish_code,alt_text,,,
IN1.44.9.6,in1_insured_employer_address,county_parish_code,name_of_alt_coding_sys,,,
IN1.44.9.7,in1_insured_employer_address,county_parish_code,coding_sys_ver_id,,,
IN1.44.9.8,in1_insured_employer_address,county_parish_code,alt_coding_sys_ver_id,,,
IN1.44.9.9,in1_insured_employer_address,county_parish_code,original_text,,,
IN1.44.9.10,in1_insured_employer_address,county_parish_code,second_alt_id,,,
IN1.44.9.11,in1_insured_employer_address,county_parish_code,second_alt_text,,,
IN1.44.9.12,in1_insured_employer_address,county_parish_code,name_of_second_alt_coding_sys,,,
IN1.44.9.13,in1_insured_employer_address,county_parish_code,second_alt_coding_sys_ver_id,,,
IN1.44.9.14,in1_insured_employer_address,county_parish_code,coding_sys_oid,,,
IN1.44.9.15,in1_insured_employer_address,county_parish_code,value_set_oid,,,
IN1.44.9.16,in1_insured_employer_address,county_parish_code,value_set_ver_id,,,
IN1.44.9.17,in1_insured_employer_address,county_parish_code,alt_coding_sys_oid,,,
IN1.44.9.18,in1_insured_employer_address,county_parish_code,alt_value_set_oid,,,
IN1.44.9.19,in1_insured_employer_address,county_parish_code,alt_value_set_ver_id,,,
IN1.44.9.20,in1_insured_employer_address,county_parish_code,second_alt_coding_sys_oid,,,
IN1.44.9.21,in1_insured_employer_address,county_parish_code,second_alt_value_set_oid,,,
IN1.44.9.22,in1_insured_employer_address,county_parish_code,second_alt_value_set_ver_id,,,
IN1.44.10,in1_insured_employer_address,census_tract,,,,
IN1.44.10.1,in1_insured_employer_address,census_tract,primary_id,,,
IN1.44.10.2,in1_insured_employer_address,census_tract,text,,,
IN1.44.10.3,in1_insured_employer_address,census_tract,name_of_coding_sys,,,
IN1.44.10.4,in1_insured_employer_address,census_tract,alt_id,,,
IN1.44.10.5,in1_insured_employer_address,census_tract,alt_text,,,
IN1.44.10.6,in1_insured_employer_address,census_tract,name_of_alt_coding_sys,,,
IN1.44.10.7,in1_insured_employer_address,census_tract,coding_sys_ver_id,,,
IN1.44.10.8,in1_insured_employer_address,census_tract,alt_coding_sys_ver_id,,,
IN1.44.10.9,in1_insured_employer_address,census_tract,original_text,,,
IN1.44.10.10,in1_insured_employer_address,census_tract,second_alt_id,,,
IN1.44.10.11,in1_insured_employer_address,census_tract,second_alt_text,,,
IN1.44.10.12,in1_insured_employer_address,census_tract,name_of_second_alt_coding_sys,,,
IN1.44.10.13,in1_insured_employer_address,census_tract,second_alt_coding_sys_ver_id,,,
IN1.44.10.14,in1_insured_employer_address,census_tract,coding_sys_oid,,,
IN1.44.10.15,in1_insured_employer_address,census_tract,value_set_oid,,,
IN1.44.10.16,in1_insured_employer_address,census_tract,value_set_ver_id,,,
IN1.44.10.17,in1_insured_employer_address,census_tract,alt_coding_sys_oid,,,
IN1.44.10.18,in1_insured_employer_address,census_tract,alt_value_set_oid,,,
IN1.44.10.19,in1_insured_employer_address,census_tract,alt_value_set_ver_id,,,
IN1.44.10.20,in1_insured_employer_address,census_tract,second_alt_coding_sys_oid,,,
IN1.44.10.21,in1_insured_employer_address,census_tract,second_alt_value_set_oid,,,
IN1.44.10.22,in1_insured_employer_address,census_tract,second_alt_value_set_ver_id,,,
IN1.44.11,in1_insured_employer_address,rep_code,,,,
IN1.44.12,in1_insured_employer_address,validity_range,,,,
IN1.44.12.1,in1_insured_employer_address,validity_range,eff_from_date_time,,,
IN1.44.12.2,in1_insured_employer_address,validity_range,eff_to_date_time,,,
IN1.44.13,in1_insured_employer_address,eff_from_date_time,,,,
IN1.44.14,in1_insured_employer_address,eff_to_date_time,,,,
IN1.44.15,in1_insured_employer_address,expr_reason,,,,
IN1.44.15.1,in1_insured_employer_address,expr_reason,primary_id,,,
IN1.44.15.2,in1_insured_employer_address,expr_reason,text,,,
IN1.44.15.3,in1_insured_employer_address,expr_reason,name_of_coding_sys,,,
IN1.44.15.4,in1_insured_employer_address,expr_reason,alt_id,,,
IN1.44.15.5,in1_insured_employer_address,expr_reason,alt_text,,,
IN1.44.15.6,in1_insured_employer_address,expr_reason,name_of_alt_coding_sys,,,
IN1.44.15.7,in1_insured_employer_address,expr_reason,coding_sys_ver_id,,,
IN1.44.15.8,in1_insured_employer_address,expr_reason,alt_coding_sys_ver_id,,,
IN1.44.15.9,in1_insured_employer_address,expr_reason,original_text,,,
IN1.44.15.10,in1_insured_employer_address,expr_reason,second_alt_id,,,
IN1.44.15.11,in1_insured_employer_address,expr_reason,second_alt_text,,,
IN1.44.15.12,in1_insured_employer_address,expr_reason,name_of_second_alt_coding_sys,,,
IN1.44.15.13,in1_insured_employer_address,expr_reason,second_alt_coding_sys_ver_id,,,
IN1.44.15.14,in1_insured_employer_address,expr_reason,coding_sys_oid,,,
IN1.44.15.15,in1_insured_employer_address,expr_reason,value_set_oid,,,
IN1.44.15.16,in1_insured_employer_address,expr_reason,value_set_ver_id,,,
IN1.44.15.17,in1_insured_employer_address,expr_reason,alt_coding_sys_oid,,,
IN1.44.15.18,in1_insured_employer_address,expr_reason,alt_value_set_oid,,,
IN1.44.15.19,in1_insured_employer_address,expr_reason,alt_value_set_ver_id,,,
IN1.44.15.20,in1_insured_employer_address,expr_reason,second_alt_coding_sys_oid,,,
IN1.44.15.21,in1_insured_employer_address,expr_reason,second_alt_value_set_oid,,,
IN1.44.15.22,in1_insured_employer_address,expr_reason,second_alt_value_set_ver_id,,,
IN1.44.16,in1_insured_employer_address,temporary_indicator,,,,
IN1.44.17,in1_insured_employer_address,bad_indicator,,,,
IN1.44.18,in1_insured_employer_address,address_usage,,,,
IN1.44.19,in1_insured_employer_address,addressee,,,,
IN1.44.20,in1_insured_employer_address,address_comment,,,,
IN1.44.21,in1_insured_employer_address,pref_order,,,,
IN1.44.22,in1_insured_employer_address,protection_code,,,,
IN1.44.22.1,in1_insured_employer_address,protection_code,primary_id,,,
IN1.44.22.2,in1_insured_employer_address,protection_code,text,,,
IN1.44.22.3,in1_insured_employer_address,protection_code,name_of_coding_sys,,,
IN1.44.22.4,in1_insured_employer_address,protection_code,alt_id,,,
IN1.44.22.5,in1_insured_employer_address,protection_code,alt_text,,,
IN1.44.22.6,in1_insured_employer_address,protection_code,name_of_alt_coding_sys,,,
IN1.44.22.7,in1_insured_employer_address,protection_code,coding_sys_ver_id,,,
IN1.44.22.8,in1_insured_employer_address,protection_code,alt_coding_sys_ver_id,,,
IN1.44.22.9,in1_insured_employer_address,protection_code,original_text,,,
IN1.44.22.10,in1_insured_employer_address,protection_code,second_alt_id,,,
IN1.44.22.11,in1_insured_employer_address,protection_code,second_alt_text,,,
IN1.44.22.12,in1_insured_employer_address,protection_code,name_of_second_alt_coding_sys,,,
IN1.44.22.13,in1_insured_employer_address,protection_code,second_alt_coding_sys_ver_id,,,
IN1.44.22.14,in1_insured_employer_address,protection_code,coding_sys_oid,,,
IN1.44.22.15,in1_insured_employer_address,protection_code,value_set_oid,,,
IN1.44.22.16,in1_insured_employer_address,protection_code,value_set_ver_id,,,
IN1.44.22.17,in1_insured_employer_address,protection_code,alt_coding_sys_oid,,,
IN1.44.22.18,in1_insured_employer_address,protection_code,alt_value_set_oid,,,
IN1.44.22.19,in1_insured_employer_address,protection_code,alt_value_set_ver_id,,,
IN1.44.22.20,in1_insured_employer_address,protection_code,second_alt_coding_sys_oid,,,
IN1.44.22.21,in1_insured_employer_address,protection_code,second_alt_value_set_oid,,,
IN1.44.22.22,in1_insured_employer_address,protection_code,second_alt_value_set_ver_id,,,
IN1.44.23,in1_insured_employer_address,address_id,,,,
IN1.44.23.1,in1_insured_employer_address,address_id,entity_id,,,
IN1.44.23.2,in1_insured_employer_address,address_id,namespace_id,,,
IN1.44.23.3,in1_insured_employer_address,address_id,universal_id,,,
IN1.44.23.4,in1_insured_employer_address,address_id,universal_id_type,,,
IN1.45,in1_verification_status,,,,,
IN1.46,in1_prior_insurance_plan_id,,,,,
IN1.46.1,in1_prior_insurance_plan_id,primary_id,,,,
IN1.46.2,in1_prior_insurance_plan_id,text,,,,
IN1.46.3,in1_prior_insurance_plan_id,name_of_coding_sys,,,,
IN1.46.4,in1_prior_insurance_plan_id,alt_id,,,,
IN1.46.5,in1_prior_insurance_plan_id,alt_text,,,,
IN1.46.6,in1_prior_insurance_plan_id,name_of_alt_coding_sys,,,,
IN1.46.7,in1_prior_insurance_plan_id,coding_sys_ver_id,,,,
IN1.46.8,in1_prior_insurance_plan_id,alt_coding_sys_ver_id,,,,
IN1.46.9,in1_prior_insurance_plan_id,original_text,,,,
IN1.46.10,in1_prior_insurance_plan_id,second_alt_id,,,,
IN1.46.11,in1_prior_insurance_plan_id,second_alt_text,,,,
IN1.46.12,in1_prior_insurance_plan_id,name_of_second_alt_coding_sys,,,,
IN1.46.13,in1_prior_insurance_plan_id,second_alt_coding_sys_ver_id,,,,
IN1.46.14,in1_prior_insurance_plan_id,coding_sys_oid,,,,
IN1.46.15,in1_prior_insurance_plan_id,value_set_oid,,,,
IN1.46.16,in1_prior_insurance_plan_id,value_set_ver_id,,,,
IN1.46.17,in1_prior_insurance_plan_id,alt_coding_sys_oid,,,,
IN1.46.18,in1_prior_insurance_plan_id,alt_value_set_oid,,,,
IN1.46.19,in1_prior_insurance_plan_id,alt_value_set_ver_id,,,,
IN1.46.20,in1_prior_insurance_plan_id,second_alt_coding_sys_oid,,,,
IN1.46.21,in1_prior_insurance_plan_id,second_alt_value_set_oid,,,,
IN1.46.22,in1_prior_insurance_plan_id,second_alt_value_set_ver_id,,,,
IN1.47,in1_coverage_type,,,,,
IN1.47.1,in1_coverage_type,primary_id,,,,
IN1.47.2,in1_coverage_type,text,,,,
IN1.47.3,in1_coverage_type,name_of_coding_sys,,,,
IN1.47.4,in1_coverage_type,alt_id,,,,
IN1.47.5,in1_coverage_type,alt_text,,,,
IN1.47.6,in1_coverage_type,name_of_alt_coding_sys,,,,
IN1.47.7,in1_coverage_type,coding_sys_ver_id,,,,
IN1.47.8,in1_coverage_type,alt_coding_sys_ver_id,,,,
IN1.47.9,in1_coverage_type,original_text,,,,
IN1.47.10,in1_coverage_type,second_alt_id,,,,
IN1.47.11,in1_coverage_type,second_alt_text,,,,
IN1.47.12,in1_coverage_type,name_of_second_alt_coding_sys,,,,
IN1.47.13,in1_coverage_type,second_alt_coding_sys_ver_id,,,,
IN1.47.14,in1_coverage_type,coding_sys_oid,,,,
IN1.47.15,in1_coverage_type,value_set_oid,,,,
IN1.47.16,in1_coverage_type,value_set_ver_id,,,,
IN1.47.17,in1_coverage_type,alt_coding_sys_oid,,,,
IN1.47.18,in1_coverage_type,alt_value_set_oid,,,,
IN1.47.19,in1_coverage_type,alt_value_set_ver_id,,,,
IN1.47.20,in1_coverage_type,second_alt_coding_sys_oid,,,,
IN1.47.21,in1_coverage_type,second_alt_value_set_oid,,,,
IN1.47.22,in1_coverage_type,second_alt_value_set_ver_id,,,,
IN1.48,in1_handicap,,,,,
IN1.48.1,in1_handicap,primary_id,,,,
IN1.48.2,in1_handicap,text,,,,
IN1.48.3,in1_handicap,name_of_coding_sys,,,,
IN1.48.4,in1_handicap,alt_id,,,,
IN1.48.5,in1_handicap,alt_text,,,,
IN1.48.6,in1_handicap,name_of_alt_coding_sys,,,,
IN1.48.7,in1_handicap,coding_sys_ver_id,,,,
IN1.48.8,in1_handicap,alt_coding_sys_ver_id,,,,
IN1.48.9,in1_handicap,original_text,,,,
IN1.48.10,in1_handicap,second_alt_id,,,,
IN1.48.11,in1_handicap,second_alt_text,,,,
IN1.48.12,in1_handicap,name_of_second_alt_coding_sys,,,,
IN1.48.13,in1_handicap,second_alt_coding_sys_ver_id,,,,
IN1.48.14,in1_handicap,coding_sys_oid,,,,
IN1.48.15,in1_handicap,value_set_oid,,,,
IN1.48.16,in1_handicap,value_set_ver_id,,,,
IN1.48.17,in1_handicap,alt_coding_sys_oid,,,,
IN1.48.18,in1_handicap,alt_value_set_oid,,,,
IN1.48.19,in1_handicap,alt_value_set_ver_id,,,,
IN1.48.20,in1_handicap,second_alt_coding_sys_oid,,,,
IN1.48.21,in1_handicap,second_alt_value_set_oid,,,,
IN1.48.22,in1_handicap,second_alt_value_set_ver_id,,,,
IN1.49,in1_insured_id_num,,,,,
IN1.49.1,in1_insured_id_num,identifier_num,,,,
IN1.49.2,in1_insured_id_num,identifier_check_digit,,,,
IN1.49.3,in1_insured_id_num,check_digit_scheme,,,,
IN1.49.4,in1_insured_id_num,assgn_authr,,,,
IN1.49.4.1,in1_insured_id_num,assgn_authr,namespace_id,,,
IN1.49.4.2,in1_insured_id_num,assgn_authr,universal_id,,,
IN1.49.4.3,in1_insured_id_num,assgn_authr,universal_id_type,,,
IN1.49.5,in1_insured_id_num,identifier_type_code,,,,
IN1.49.6,in1_insured_id_num,assgn_facility,,,,
IN1.49.6.1,in1_insured_id_num,assgn_facility,namespace_id,,,
IN1.49.6.2,in1_insured_id_num,assgn_facility,universal_id,,,
IN1.49.6.3,in1_insured_id_num,assgn_facility,universal_id_type,,,
IN1.49.7,in1_insured_id_num,eff_from_date,,,,
IN1.49.8,in1_insured_id_num,eff_to_date,,,,
IN1.49.9,in1_insured_id_num,assgn_jurisdiction,,,,
IN1.49.9.1,in1_insured_id_num,assgn_jurisdiction,primary_id,,,
IN1.49.9.2,in1_insured_id_num,assgn_jurisdiction,text,,,
IN1.49.9.3,in1_insured_id_num,assgn_jurisdiction,name_of_coding_sys,,,
IN1.49.9.4,in1_insured_id_num,assgn_jurisdiction,alt_id,,,
IN1.49.9.5,in1_insured_id_num,assgn_jurisdiction,alt_text,,,
IN1.49.9.6,in1_insured_id_num,assgn_jurisdiction,name_of_alt_coding_sys,,,
IN1.49.9.7,in1_insured_id_num,assgn_jurisdiction,coding_sys_ver_id,,,
IN1.49.9.8,in1_insured_id_num,assgn_jurisdiction,alt_coding_sys_ver_id,,,
IN1.49.9.9,in1_insured_id_num,assgn_jurisdiction,original_text,,,
IN1.49.9.10,in1_insured_id_num,assgn_jurisdiction,second_alt_id,,,
IN1.49.9.11,in1_insured_id_num,assgn_jurisdiction,second_alt_text,,,
IN1.49.9.12,in1_insured_id_num,assgn_jurisdiction,name_of_second_alt_coding_sys,,,
IN1.49.9.13,in1_insured_id_num,assgn_jurisdiction,second_alt_coding_sys_ver_id,,,
IN1.49.9.14,in1_insured_id_num,assgn_jurisdiction,coding_sys_oid,,,
IN1.49.9.15,in1_insured_id_num,assgn_jurisdiction,value_set_oid,,,
IN1.49.9.16,in1_insured_id_num,assgn_jurisdiction,value_set_ver_id,,,
IN1.49.9.17,in1_insured_id_num,assgn_jurisdiction,alt_coding_sys_oid,,,
IN1.49.9.18,in1_insured_id_num,assgn_jurisdiction,alt_value_set_oid,,,
IN1.49.9.19,in1_insured_id_num,assgn_jurisdiction,alt_value_set_ver_id,,,
IN1.49.9.20,in1_insured_id_num,assgn_jurisdiction,second_alt_coding_sys_oid,,,
IN1.49.9.21,in1_insured_id_num,assgn_jurisdiction,second_alt_value_set_oid,,,
IN1.49.9.22,in1_insured_id_num,assgn_jurisdiction,second_alt_value_set_ver_id,,,
IN1.49.10,in1_insured_id_num,assgn_agency_dept,,,,
IN1.49.10.1,in1_insured_id_num,assgn_agency_dept,primary_id,,,
IN1.49.10.2,in1_insured_id_num,assgn_agency_dept,text,,,
IN1.49.10.3,in1_insured_id_num,assgn_agency_dept,name_of_coding_sys,,,
IN1.49.10.4,in1_insured_id_num,assgn_agency_dept,alt_id,,,
IN1.49.10.5,in1_insured_id_num,assgn_agency_dept,alt_text,,,
IN1.49.10.6,in1_insured_id_num,assgn_agency_dept,name_of_alt_coding_sys,,,
IN1.49.10.7,in1_insured_id_num,assgn_agency_dept,coding_sys_ver_id,,,
IN1.49.10.8,in1_insured_id_num,assgn_agency_dept,alt_coding_sys_ver_id,,,
IN1.49.10.9,in1_insured_id_num,assgn_agency_dept,original_text,,,
IN1.49.10.10,in1_insured_id_num,assgn_agency_dept,second_alt_id,,,
IN1.49.10.11,in1_insured_id_num,assgn_agency_dept,second_alt_text,,,
IN1.49.10.12,in1_insured_id_num,assgn_agency_dept,name_of_second_alt_coding_sys,,,
IN1.49.10.13,in1_insured_id_num,assgn_agency_dept,second_alt_coding_sys_ver_id,,,
IN1.49.10.14,in1_insured_id_num,assgn_agency_dept,coding_sys_oid,,,
IN1.49.10.15,in1_insured_id_num,assgn_agency_dept,value_set_oid,,,
IN1.49.10.16,in1_insured_id_num,assgn_agency_dept,value_set_ver_id,,,
IN1.49.10.17,in1_insured_id_num,assgn_agency_dept,alt_coding_sys_oid,,,
IN1.49.10.18,in1_insured_id_num,assgn_agency_dept,alt_value_set_oid,,,
IN1.49.10.19,in1_insured_id_num,assgn_agency_dept,alt_value_set_ver_id,,,
IN1.49.10.20,in1_insured_id_num,assgn_agency_dept,second_alt_coding_sys_oid,,,
IN1.49.10.21,in1_insured_id_num,assgn_agency_dept,second_alt_value_set_oid,,,
IN1.49.10.22,in1_insured_id_num,assgn_agency_dept,second_alt_value_set_ver_id,,,
IN1.49.11,in1_insured_id_num,security_check,,,,
IN1.49.12,in1_insured_id_num,security_check_scheme,,,,
IN1.50,in1_signature_code,,,,,
IN1.50.1,in1_signature_code,primary_id,,,,
IN1.50.2,in1_signature_code,text,,,,
IN1.50.3,in1_signature_code,name_of_coding_sys,,,,
IN1.50.4,in1_signature_code,alt_id,,,,
IN1.50.5,in1_signature_code,alt_text,,,,
IN1.50.6,in1_signature_code,name_of_alt_coding_sys,,,,
IN1.50.7,in1_signature_code,coding_sys_ver_id,,,,
IN1.50.8,in1_signature_code,alt_coding_sys_ver_id,,,,
IN1.50.9,in1_signature_code,original_text,,,,
IN1.50.10,in1_signature_code,second_alt_id,,,,
IN1.50.11,in1_signature_code,second_alt_text,,,,
IN1.50.12,in1_signature_code,name_of_second_alt_coding_sys,,,,
IN1.50.13,in1_signature_code,second_alt_coding_sys_ver_id,,,,
IN1.50.14,in1_signature_code,coding_sys_oid,,,,
IN1.50.15,in1_signature_code,value_set_oid,,,,
IN1.50.16,in1_signature_code,value_set_ver_id,,,,
IN1.50.17,in1_signature_code,alt_coding_sys_oid,,,,
IN1.50.18,in1_signature_code,alt_value_set_oid,,,,
IN1.50.19,in1_signature_code,alt_value_set_ver_id,,,,
IN1.50.20,in1_signature_code,second_alt_coding_sys_oid,,,,
IN1.50.21,in1_signature_code,second_alt_value_set_oid,,,,
IN1.50.22,in1_signature_code,second_alt_value_set_ver_id,,,,
IN1.51,in1_signature_code_date,,,,,
IN1.52,in1_insured_birth_place,,,,,
IN1.53,in1_vip_ind,,,,,
IN1.53.1,in1_vip_ind,primary_id,,,,
IN1.53.2,in1_vip_ind,text,,,,
IN1.53.3,in1_vip_ind,name_of_coding_sys,,,,
IN1.53.4,in1_vip_ind,alt_id,,,,
IN1.53.5,in1_vip_ind,alt_text,,,,
IN1.53.6,in1_vip_ind,name_of_alt_coding_sys,,,,
IN1.53.7,in1_vip_ind,coding_sys_ver_id,,,,
IN1.53.8,in1_vip_ind,alt_coding_sys_ver_id,,,,
IN1.53.9,in1_vip_ind,original_text,,,,
IN1.53.10,in1_vip_ind,second_alt_id,,,,
IN1.53.11,in1_vip_ind,second_alt_text,,,,
IN1.53.12,in1_vip_ind,name_of_second_alt_coding_sys,,,,
IN1.53.13,in1_vip_ind,second_alt_coding_sys_ver_id,,,,
IN1.53.14,in1_vip_ind,coding_sys_oid,,,,
IN1.53.15,in1_vip_ind,value_set_oid,,,,
IN1.53.16,in1_vip_ind,value_set_ver_id,,,,
IN1.53.17,in1_vip_ind,alt_coding_sys_oid,,,,
IN1.53.18,in1_vip_ind,alt_value_set_oid,,,,
IN1.53.19,in1_vip_ind,alt_value_set_ver_id,,,,
IN1.53.20,in1_vip_ind,second_alt_coding_sys_oid,,,,
IN1.53.21,in1_vip_ind,second_alt_value_set_oid,,,,
